X,author,title,type,start,end,words,kind
432,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50465,50468,Salt,location
132,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50655,50875,This they affirmed to be the true cause both of the saltness and the ebbing and flowingmotion of the Sea and not the jogging of the Earth or the secret influence of the Moon as some others had made the World believe,NA
433,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50790,50794,Earth,location
755,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50815,50944,who answered Her Majesty That her body in the absence of her soul was governed by her sensitive and rational corporeal motions,NA
434,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50828,50831,Moon,location
133,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50878,51008,After this the Empress enquired Whether they had observed that all Animal Creatures within the Seas and other waters had blood,NA
756,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50946,51421,Thus those two Female Souls travelled together as lightly as two thoughts into the Duchess her native World and which is remarkable in a moment viewed all the parts of it and all the actions of all the Creatures therein especially did the Empresss Soul take much notice of the several actions of humane Creatures in all the several Nations and parts of that World and wonderd that for all there were so many several Nations Governments Laws Religions Opinions c,NA
134,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51010,51077,They answered That some had blood more or less but some had none,NA
135,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51079,51183,In Creafishes and Lobsters said they we perceive but little blood but in Crabs Oysters Cockles c,NA
136,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51185,51196,none at all,NA
137,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51198,51284,Then the Empress asked them in what part of their Bodies that little blood did reside,NA
138,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51286,51633,They answered in a small vein which in Lobsters went through the middle of their tails but in Creafishes was found in their backs as for other sorts of Fishes some said they had onely blood about their Gills and others in some other places of their Bodies but they had not as yet observed any whose veins did spread all over their Bodies,NA
757,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51423,51597,they should all yet so generally agree in being Ambitious Proud Selfconceited Vain Prodigal Deceitful Envious Malicious Unjust Revengeful Irreligious Factious c,NA
758,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51599,52228,she did also admire that not any particular State Kingdom or Commonwealth was contented with their own shares but endeavoured to encroach upon their Neighbours and that their greatest glory was in Plunder and Slaughter and yet their victorys less then their expences and their losses more than their gains but their being overcome in a manner their utter ruine But that she wonderd most at was that they should prize or value dirt more then mens lives and vanity more then tranquility for the Emperor of a world said she injoys but a part not the whole so that his pleasure consists in the Opinions of others,NA
