,author,title,id,type,start,end,constituents,words,kind
4845,"More, Thomas, Saint",Utopia,4,sentence,569,1078,125:221,They believe it inconsistent with the happiness of departed souls not to be at liberty to be where they will and do not imagine them capable of the ingratitude of not desiring to see those friends with whom they lived on earth in the strictest bonds of love and kindness besides they are persuaded that good men after death have these affections and all other good dispositions increased rather than diminished and therefore conclude that they are still among the living and observe all they say or do,NA
4080,"More, Thomas, Saint",Utopia,6,sentence,578,686,135:156,Yet under the veil of a playful fiction the talk is intensely earnest and abounds in practical suggestion,NA
4759,"More, Thomas, Saint",Utopia,5,sentence,580,804,145:191,In these they promise great rewards to such as shall kill the prince and lesser in proportion to such as shall kill any other persons who are those on whom next to the prince himself they cast the chief balance of the war,NA
4793,"More, Thomas, Saint",Utopia,4,sentence,582,1499,145:324,Nor do they ever let their men so loose in the pursuit of their enemies as not to retain an entire body still in order so that if they have been forced to engage the last of their battalions before they could gain the day they will rather let their enemies all escape than pursue them when their own army is in disorder remembering well what has often fallen out to themselves that when the main body of their army has been quite defeated and broken when their enemies imagining the victory obtained have let themselves loose into an irregular pursuit a few of them that lay for a reserve waiting a fit opportunity have fallen on them in their chase and when straggling in disorder and apprehensive of no danger but counting the day their own have turned the whole action and wresting out of their hands a victory that seemed certain and undoubted while the vanquished have suddenly become victorious,NA
4120,"More, Thomas, Saint",Utopia,4,sentence,586,626,160:170,I was just thinking to bring him to you,NA
4731,"More, Thomas, Saint",Utopia,3,sentence,589,1217,127:253,In this they seem to have fallen upon a very good expedient for their own happiness and safety for since the good or ill condition of a nation depends so much upon their magistrates they could not have made a better choice than by pitching on men whom no advantages can bias for wealth is of no use to them since they must so soon go back to their own country and they being strangers among them are not engaged in any of their heats or animosities and it is certain that when public judicatories are swayed either by avarice or partial affections there must follow a dissolution of justice the chief sinew of society,NA
4610,"More, Thomas, Saint",Utopia,3,sentence,592,885,139:197,There are many things that in themselves have nothing that is truly delightful on the contrary they have a good deal of bitterness in them and yet from our perverse appetites after forbidden objects are not only ranked among the pleasures but are made even the greatest designs of life,NA
4687,"More, Thomas, Saint",Utopia,3,sentence,592,866,134:191,If any man was to go among them that had some extraordinary talent or that by much travelling had observed the customs of many nations which made us to be so well received he would receive a hearty welcome for they are very desirous to know the state of the whole world,NA
4189,"More, Thomas, Saint",Utopia,3,sentence,597,1140,143:259,This indeed is the only instance of their frugality for in all other things they are prodigal even to the beggaring of themselves but besides this they carry about with them a great number of idle fellows who never learned any art by which they may gain their living and these as soon as either their lord dies or they themselves fall sick are turned out of doors for your lords are readier to feed idle people than to take care of the sick and often the heir is not able to keep together so great a family as his predecessor did,NA
4263,"More, Thomas, Saint",Utopia,4,sentence,609,1503,137:343,As he said this he shook his head made some grimaces and held his peace while all the company seemed of his opinion except the Cardinal who said That it was not easy to form a judgment of its success since it was a method that never yet had been tried but if said he when sentence of death were passed upon a thief the prince would reprieve him for a while and make the experiment upon him denying him the privilege of a sanctuary and then if it had a good effect upon him it might take place and if it did not succeed the worst would be to execute the sentence on the condemned persons at last and I do not see added he why it would be either unjust inconvenient or at all dangerous to admit of such a delay in my opinion the vagabonds ought to be treated in the same manner against whom though we have made many laws yet we have not been able to gain our end,NA
