,author,title,type,start,end,kind,words
278,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96907,97086,NA,Face and Dee by Dr Subtle and their two Wives by Doll Common and the Widow by the Spaniard the Play he meant the Spanish Ambassador and by Sir Epicure Mammon a Polish Lord
342,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97057,97070,person,Epicure Mammon
279,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97088,97282,NA,The Empress remembred that she had seen the Play and asked the Spirits whom he meant by the name of Ananias some Zealous Brethren answered they in Holland Germany and several other places
878,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97089,97370,NA,I come not to make bargains with you or to regard my own Interest more than your Safety but I intend to make you the most powerful Nation of this World and therefore I have chosen rather to quit my own Tranquility Riches and Pleasure than suffer you to be ruined and destroyed
485,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97249,97255,location,Germany
280,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97284,97334,NA,Then she asked them Who was meant by the Druggist
281,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97336,97425,NA,Truly answered the Spirits We have forgot it being so long since it was made and acted
343,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97336,97340,person,Truly
879,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97372,98003,NA,All the Return I desire is but your grateful acknowledgment and to declare my Power Love and Loyalty to my Native Country for although I am now a Great and Absolute Princess and Empress of a whole World yet I acknowledg that once I was a Subject of this Kingdom which is but a small part of this World and therefore I will have you undoubtedly believe that I shall destroy all your Enemies before this following Night I mean those which trouble you by Sea and if you have any by Land assure your self I shall also give you my assistance against them and make you triumph over all that seek your Ruine and Destruction
282,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97427,97472,NA,What replied the Empress Can Spirits forget
1082,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97459,97462,location,Love
283,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97474,97561,NA,Yes said the Spirits for what is past is onely kept in memory if it be not recorded
284,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97563,97689,NA,I did believe said the Empress That Spirits had no need of Memory or Remembrance and could not be subject to Forgetfulness
1083,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97634,97640,location,Kingdom
285,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97691,97898,NA,How can we answered they give an account of things present if we had no Memory but especially of things past unrecorded if we had no Remembrance said the Empress By present Knowledg and Understanding
286,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97900,98007,NA,The Spirits answered That present Knowledg and Understanding was of actions or things present not of past
880,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98006,98253,NA,Upon this Declaration of the Empress when both the General and all the Commanders in their several Ships had returnd their humble and hearty Thanks to Her Majesty for so great a favour to them she took her leave and departed to her own Ships
